Student_ID,CGPA,Interests,Skills,Courses_Completed,Projects_Count,Role
6090e3e4-03b4-4947-a98f-d79177f28020,5.31,Web Development,"JavaScript,React,TensorFlow,Kubernetes",6,5,Web Developer
a2d5a27d-1644-420c-8a23-a1d74c390bcd,8.71,Data Science,"Data Structures,C++,Git,PowerBI,PyTorch",16,1,Software Engineer
61fe8c51-60c1-4dd9-b3f1-abbe5586fd4b,6.76,Web Development,"HTML/CSS,Git,NumPy,PowerBI",9,3,Web Developer
0f3cf510-298e-48a9-a95e-00885d12d379,9.07,DevOps,"Data Structures,SQL,Java,HTML/CSS",6,2,Software Engineer
37aaeae5-2cd5-497d-9daa-41545a618cf5,6.22,Data Science,"PowerBI,Pandas,Excel,AWS,Docker",19,2,Data Analyst
e0e7ab9e-6187-40a9-bbbf-01dd56a5dbdb,4.41,Cloud Computing,"Java,C++,Python,JavaScript,NoSQL",19,3,Software Engineer
0e4aa3fa-bfa7-4590-aa14-8c03761243c4,7.02,Database Management,"Git,C++,SQL",11,2,Software Engineer
81d445d4-ceaa-4581-80ca-f6817388ab99,8.77,Data Science,"Scikit-learn,Tableau,TensorFlow,NumPy,Kubernetes,Git",19,4,Data Scientist
d2f65836-7d30-4b71-ada0-685754b7eab2,5.66,Database Management,"Tableau,TensorFlow,NumPy,Kubernetes,SQL",7,1,Data Scientist
39451233-0b92-49c0-af01-c46ca2fa388a,6.13,Database Management,"SQL,Scikit-learn,Python,C++",19,1,Data Scientist
1eb93aef-73b0-49b0-8642-be260a6be796,8.77,DevOps,"Kubernetes,Linux,PowerBI,HTML/CSS",15,3,Cloud Engineer
5a8dd306-449f-4ae6-b09e-94d9e05b6850,8.81,Machine Learning,"Pandas,Tableau,Python,Azure,SQL",5,4,Data Scientist
a76cbc0a-38e3-4815-8b6f-069768c0f526,9.25,Cloud Computing,"Linux,AWS,Python,Scikit-learn",14,1,Cloud Engineer
868e86d5-31a3-43a9-8e1d-d1670397708d,7.04,App Development,"Java,Data Structures,Git,TensorFlow,Azure",14,2,Software Engineer
768d9fb7-244c-4124-be2d-7cd92dce49e1,5.49,Machine Learning,"Python,Mathematics,TensorFlow,PyTorch,React,C++",12,1,AI/ML Engineer
12c17a98-7257-4d65-be08-2ca37dfea48e,8.47,Data Science,"Python,Pandas,Scikit-learn",12,1,Data Analyst
95d1c761-d2ab-4f27-8e57-db5dc79658e6,7.19,Machine Learning,"Pandas,Python,SQL,NumPy,PowerBI",20,3,Data Analyst
0117b4ce-bfb8-44ef-b04d-f78803be7c60,9.44,Data Science,"Tableau,PowerBI,SQL,Excel,Angular,Git,HTML/CSS",11,1,Data Analyst
e14ccd51-0a78-41cd-829e-4b711ccf94b1,8.56,Cloud Computing,"Docker,AWS,Kubernetes,NumPy,C++",18,2,Cloud Engineer
0d6b74fc-1f5c-4aab-bd61-452277277f7d,5.92,Web Development,"Node.js,Git,React,AWS,HTML/CSS",18,5,Web Developer
d424f1c0-ce99-4004-b573-ed3a069e1475,7.97,Machine Learning,"Python,Pandas,PowerBI,Tableau,HTML/CSS",15,3,Data Analyst
6233c46a-8d08-4da4-ab0d-3995f6786940,8.77,Web Development,"Git,Angular,Node.js,JavaScript,PyTorch",8,2,Web Developer
7948a7d3-1049-4b75-b560-9abeaee505cc,7.09,Data Science,"Tableau,Python,Excel,PowerBI,NumPy,NoSQL",5,4,Data Analyst
dc63d632-2ad4-4ef2-b727-27d212a0f904,6.15,Machine Learning,"Tableau,Scikit-learn,JavaScript,Docker",15,2,Data Scientist
f730ae85-5352-49c6-8c3a-2c418035d28b,7.79,Web Development,"Angular,JavaScript,Pandas",9,5,Web Developer
bdc99e33-7568-4c55-8b98-0bf8ce5e6af7,7.76,Machine Learning,"C++,Java,Azure,Kubernetes",20,4,Software Engineer
1e4cfb79-afcb-4dd4-9656-36aad98a6c25,7.73,Artificial Intelligence,"PyTorch,Scikit-learn,AWS,Tableau",14,3,AI/ML Engineer
4d1e2d5f-ae1d-47d5-90fb-0e4e7dbff594,9.06,Data Science,"PowerBI,Pandas,Excel,Python,HTML/CSS,Kubernetes",14,4,Data Analyst
7360eadf-b6b2-45ce-8171-09a656a4e1d8,7.86,Data Science,"Python,SQL,PowerBI,Pandas,Java,Tableau",17,4,Data Analyst
dbae88f3-346c-45e2-8bfc-6f6a6487b530,8.26,DevOps,"Azure,Linux,NoSQL",7,5,Cloud Engineer
8769b03a-a5e1-4541-a2b0-4b55aece25d8,7.84,Database Management,"SQL,PowerBI,JavaScript,React",7,4,Data Analyst
7067977d-ed86-4a61-a74f-394d689d0182,5.26,Database Management,"Pandas,SQL,AWS,HTML/CSS",7,3,Data Analyst
4b88ac99-316a-4100-8731-24461c5ce040,7.02,DevOps,"Azure,Docker,Python,Kubernetes,C++,Tableau,Pandas",5,3,Cloud Engineer
eafe7130-b5d6-4b03-888d-8d7ad3582d5b,8.32,Data Science,"Tableau,Pandas,PyTorch,C++",10,5,Data Analyst
a06f5681-77fb-45e3-800f-aa990da21c74,7.51,DevOps,"Kubernetes,AWS,Azure,Docker,PowerBI,Scikit-learn",15,4,Cloud Engineer
aa38c1e5-b19f-483f-85bf-0dc381baedbd,8.29,Cloud Computing,"SQL,Java,TensorFlow",6,1,Software Engineer
9e95c490-210e-42c6-a8b9-fb2d38b8e790,8.78,Machine Learning,"SQL,Excel,Pandas,Python,Kubernetes",5,2,Data Analyst
bc5dd714-806d-4bc5-90a9-240a80d81a87,7.53,Web Development,"Angular,Git,React,TensorFlow,Python",8,1,Web Developer
1bb1baf5-ef6c-423f-b338-9cadcd74f9d3,5.79,Machine Learning,"Python,NumPy,Tableau,Scikit-learn,SQL,Git",20,2,Data Scientist
59aa8afb-6112-4cee-8778-f2639e965733,5.26,Web Development,"HTML/CSS,JavaScript,Angular,Docker",6,4,Web Developer
c2d77073-ca70-4092-ae71-1d68dc70a674,7.75,Machine Learning,"Scikit-learn,Python,TensorFlow,PyTorch,Pandas,React,SQL",5,4,AI/ML Engineer
9da39ebb-a7e9-4a44-addd-facb5a3c8833,8.77,Machine Learning,"Python,Excel,PowerBI,Java,Kubernetes",5,2,Data Analyst
9fd74a13-8af6-43e2-872d-90d9a64e62a9,7.36,Machine Learning,"TensorFlow,PyTorch,Java,SQL",17,3,AI/ML Engineer
6b5d43c4-ff8a-4f4a-b13d-ce3a6710838b,5.08,Web Development,"JavaScript,Angular,PowerBI",11,2,Web Developer
f9f9ca65-70ad-40e6-b2b0-0ffff05dbcb6,8.81,Data Science,"Python,PowerBI,Pandas,Excel,NumPy,JavaScript",12,3,Data Analyst
a665e4c8-9310-47a8-8649-437f8ca83ee8,7.49,Machine Learning,"Python,TensorFlow,Azure,Pandas",13,5,AI/ML Engineer
26ef43d7-e800-4e05-8a8d-8adb27c51bc3,6.65,Cloud Computing,"Linux,AWS,Azure,Python,NoSQL,Docker",14,1,Cloud Engineer
51ffde98-3f3e-4427-8b83-870920d9aee2,6.4,Machine Learning,"TensorFlow,Python,Scikit-learn,Mathematics,Kubernetes,Pandas",6,4,AI/ML Engineer
6298d437-3e66-46a7-808a-42ed175bd74d,6.48,DevOps,"Linux,Kubernetes,AWS,Java,Azure",17,2,Cloud Engineer
e5623a94-a3ad-4160-88d1-5a347e702766,7.46,Machine Learning,"SQL,NumPy,Tableau,PowerBI",10,5,Data Scientist
4cbf287e-48a4-4928-b6f4-f8a3f832e6c1,6.9,Cloud Computing,"Kubernetes,Python,Linux,Azure,React,Docker,SQL",18,1,Cloud Engineer
8ddfd2ff-e8c2-4cf1-a45c-91f5b13b9c9a,8.76,Cloud Computing,"AWS,Linux,Docker",11,5,Cloud Engineer
de145972-a27f-4250-abd8-5503feceaeca,7.18,Machine Learning,"Pandas,Scikit-learn,TensorFlow,Tableau,Java,NoSQL",18,2,Data Scientist
b817d22a-a9bb-4187-8746-b1127367f8e2,7.6,Artificial Intelligence,"PyTorch,TensorFlow,Mathematics,Python,Kubernetes,Scikit-learn,AWS",9,2,AI/ML Engineer
69948483-052b-4969-a071-284e903d66d4,6.85,Machine Learning,"Pandas,Tableau,NumPy,PyTorch,Docker",14,1,Data Scientist
32da7a3e-af73-49e3-a037-bafc43d5a5a5,5.08,Cloud Computing,"Python,Linux,AWS,Docker,Git,Scikit-learn",5,3,Cloud Engineer
6cc75e48-fbb3-4683-8f7a-4747d31be0ef,5.9,Data Science,"PowerBI,SQL,Git,Tableau",11,1,Data Analyst
08547724-c18a-402b-aae8-b35609e7a103,8.58,Database Management,"TensorFlow,NumPy,Git,Kubernetes",14,2,Data Scientist
82e71411-ca28-489c-903e-94d58551cd2c,6.75,Machine Learning,"Tableau,Python,Azure",18,2,Data Scientist
7b8cf108-7605-4cab-b9b9-9c1c1f1bc277,7.88,Web Development,"Git,HTML/CSS,Angular,Pandas",20,3,Web Developer
d5703d3e-4c53-4141-8570-48478d1a2af4,4.84,Database Management,"Pandas,PowerBI,Scikit-learn",9,4,Data Analyst
3286409f-e7d1-4253-a95c-35bc144642b5,8.13,game Development,"Data Structures,C++,Java,Pandas,Tableau",10,3,Software Engineer
d6b9d49e-ea1d-41f0-9ae6-d59fd67471e2,8.23,Web Development,"HTML/CSS,Node.js,Pandas,TensorFlow",19,2,Web Developer
8ad5b3f0-c079-40e6-9872-f9572f7ccb5f,7.89,Web Development,"Git,JavaScript,React,Node.js,Azure,PyTorch",10,1,Web Developer
0e7ba4d4-5d0b-4356-9968-cb9d65cb2140,6.69,Machine Learning,"Excel,SQL,Azure",7,5,Data Analyst
b7ebbe75-4b99-4c29-b493-8025b37abb63,8.51,Web Development,"Java,Data Structures,AWS,Docker",6,1,Software Engineer
7611cdab-aa82-4888-af53-5b9c5584df76,7.75,Cloud Computing,"Azure,AWS,JavaScript,React",6,2,Cloud Engineer
ca720819-e972-4120-92cb-b5e28766f92d,8.16,Data Science,"Data Structures,SQL,Python,Git,Azure,AWS,Angular",16,1,Software Engineer
16516fd9-d84e-483a-9224-55f50c520358,5.83,Web Development,"React,HTML/CSS,AWS",12,4,Web Developer
6dbad830-3cfe-46b8-a430-a232f69e3b6d,7.01,DevOps,"Kubernetes,Linux,NumPy,Pandas",11,2,Cloud Engineer
6b407ea7-cc3f-41bf-bee7-2de6751354b4,9.36,Machine Learning,"Scikit-learn,Pandas,HTML/CSS",7,4,Data Scientist
ff6b9041-a587-4ff8-8a75-6ac2e9dbf365,5.98,Web Development,"Node.js,Angular,React,HTML/CSS,SQL,Python,PowerBI",12,5,Web Developer
00890907-1b13-4684-92d7-e629daf3e0b8,5.89,Machine Learning,"Python,PowerBI,Excel,NoSQL,TensorFlow",20,2,Data Analyst
52a15649-ffd3-4fc7-81b8-6ba7f9743c57,6.56,Cybersecurity,"SQL,C++,Java,Data Structures,React,Tableau,Azure",12,1,Software Engineer
cb8eef09-b557-4719-b227-7b388b3b947e,4.58,Machine Learning,"NumPy,Scikit-learn,Python,PyTorch,SQL",10,5,Data Scientist
73142ad5-a258-46da-957d-4f5ae1d71db5,5.51,Machine Learning,"PyTorch,TensorFlow,Scikit-learn,NumPy,Docker",15,4,AI/ML Engineer
e52a6605-45e0-4709-a22a-d93dcb679d61,8.81,Machine Learning,"NumPy,SQL,C++,PowerBI",6,2,Data Scientist
98234cd7-ed19-4ebd-8934-27505cf31826,8.8,Data Science,"Excel,Pandas,Python,Tableau,Kubernetes,NumPy,JavaScript",17,4,Data Analyst
414d6ee3-82fe-4f77-b691-f58ed959ac56,6.99,Data Science,"Tableau,Excel,PowerBI,Python,AWS,JavaScript",8,1,Data Analyst
b9e63829-6801-4723-a4de-2744e3258623,7.49,Database Management,"Tableau,Python,Docker",16,5,Data Analyst
1c441f4e-7894-4799-bf6e-4377d8be6aae,8.84,Cloud Computing,"Kubernetes,Python,Docker,Linux,NumPy,AWS,Angular",8,5,Cloud Engineer
26842274-3faf-4f33-bd13-8872fa61d835,5.21,game Development,"SQL,Java,C++,Git,React,Docker",8,5,Software Engineer
cfcb63dc-f2e9-44d3-8780-65e21897eac1,8.34,Web Development,"Git,JavaScript,Node.js,HTML/CSS,TensorFlow,AWS,Scikit-learn",11,4,Web Developer
83c79451-87cd-4607-95d3-988291bdd242,10.0,DevOps,"Kubernetes,Python,AWS,PyTorch,Angular",14,4,Cloud Engineer
b2d55293-9b8d-493e-a233-fdd59c05cf8b,6.68,Machine Learning,"PyTorch,Mathematics,Python,Scikit-learn,SQL,C++,Java",16,1,AI/ML Engineer
155c0ca5-9227-47f2-8bed-b7062207b4ee,7.02,Machine Learning,"Python,PyTorch,Tableau,TensorFlow",10,1,AI/ML Engineer
a071a627-2ece-4c28-b736-5d1a0f38d2b4,7.08,Machine Learning,"Python,Scikit-learn,Pandas,NumPy,Git,JavaScript",14,3,Data Scientist
c3655ce2-f293-427e-a077-a5e5d8fe64ea,8.86,Data Science,"PowerBI,SQL,Scikit-learn",13,5,Data Analyst
52a42397-e68a-4ffd-bb89-e5558d9582d3,5.49,Machine Learning,"SQL,Java,Python,Git,React,C++",11,3,Software Engineer
cdff5a20-e2b2-48d4-9458-be2f8a73339e,8.02,Data Science,"Tableau,SQL,Python",13,4,Data Scientist
429f7d2a-b12b-407f-8c9b-e9cb4dd54f67,8.78,game Development,"Git,SQL,Java,Python,JavaScript,React,PowerBI",15,2,Software Engineer
df4bf655-fc38-47c2-b5ee-8a06629e63c1,9.07,Database Management,"Python,SQL,Pandas,PowerBI,TensorFlow,PyTorch",16,4,Data Analyst
d037a42a-d7a6-48a7-a49e-a685ac23c4aa,5.05,Artificial Intelligence,"Mathematics,Scikit-learn,TensorFlow,Azure,Pandas",7,2,AI/ML Engineer
9512eead-3bc5-4b79-924f-b02205c21c03,8.41,Artificial Intelligence,"Git,Python,C++,SQL,Java,JavaScript,NoSQL",14,5,Software Engineer
c157b174-c008-48ae-8b7e-8a89f315b19d,7.47,Web Development,"React,Node.js,Git,HTML/CSS,NumPy,NoSQL,Angular",17,2,Web Developer
61ccdfe8-290d-4ade-8c6a-097a0741c8fd,6.5,Cloud Computing,"Linux,Python,Docker,AWS,Git,React",8,5,Cloud Engineer
0a0cb65c-6a82-4a75-bc28-476486489ef8,8.17,Database Management,"Python,Tableau,PowerBI,Pandas,Angular,NumPy,React",9,3,Data Analyst
739ffc26-d261-4c79-b74e-6d58cbfd96b1,7.06,Web Development,"HTML/CSS,React,TensorFlow",14,2,Web Developer
400b2473-e521-43e2-abc0-86a4c2590351,7.56,DevOps,"AWS,Python,Azure,Kubernetes,PyTorch,Java",20,3,Cloud Engineer
6a729cba-bdab-4e26-936c-369ca8378b5d,8.76,Database Management,"Scikit-learn,Pandas,TensorFlow,Tableau,C++",14,1,Data Scientist
6d187516-41ec-4c56-86ad-f8449f36cff5,6.96,Artificial Intelligence,"Python,SQL,Data Structures,C++,TensorFlow,PowerBI",5,2,Software Engineer
ca86a5fc-bbaf-461f-baff-cf5e4c5f2a88,7.1,Artificial Intelligence,"TensorFlow,Python,Scikit-learn,C++,NoSQL",9,3,AI/ML Engineer
5732f747-45f4-48d4-9890-feb2794b492b,8.02,DevOps,"AWS,Azure,SQL",10,1,Cloud Engineer
2d7f255a-d16b-4b23-b3ee-718fe0c26e7d,5.73,DevOps,"Kubernetes,AWS,Docker,Linux,TensorFlow,PyTorch",18,5,Cloud Engineer
c165fadb-9011-4d0c-b5cf-e1b4ffcf22c5,8.54,Database Management,"SQL,Tableau,Pandas,TensorFlow,Angular,Scikit-learn",16,3,Data Scientist
687c1548-dfe1-4265-bb07-caf852204903,7.39,Machine Learning,"Python,Pandas,SQL,PowerBI,Java,Tableau",12,1,Data Analyst
188e009b-96d3-4fbd-ae34-b5a36a10efff,8.28,game Development,"Python,C++,SQL,Data Structures,AWS,Pandas",11,1,Software Engineer
1148be23-ee1f-4a28-bbc6-dc4db955d4f4,7.89,Data Science,"PowerBI,Python,Pandas,Docker",15,4,Data Analyst
b15029f1-ecee-45ce-ab0d-b286f0ec5086,7.94,Database Management,"NumPy,Tableau,PyTorch,Git",5,5,Data Scientist
d650da54-5e94-40ff-a32a-d7a47a7e0fb5,7.74,Machine Learning,"Python,TensorFlow,Scikit-learn,Tableau,HTML/CSS,Java,PowerBI",6,4,Data Scientist
fc5e87c5-f0ea-4051-b50f-1811a649981d,6.39,Cloud Computing,"AWS,Linux,Azure,Python,TensorFlow,NumPy",13,2,Cloud Engineer
7e000e46-29ed-4643-9e46-fe1f2c706596,7.39,App Development,"SQL,Python,Git,Docker",12,5,Software Engineer
efa0a5d4-1676-4cc0-bcf7-6653e91eef0d,7.87,DevOps,"Linux,AWS,Azure,Kubernetes,PowerBI,Python,NoSQL",12,4,Cloud Engineer
ede00231-3684-4bf5-9951-97a1d8d5c965,6.82,Artificial Intelligence,"TensorFlow,Scikit-learn,PyTorch,Mathematics,Angular,NoSQL",9,5,AI/ML Engineer
ecf74177-a06b-40cf-af5b-fe34f3fba8c9,6.1,Web Development,"React,Git,Node.js,HTML/CSS,Kubernetes,PowerBI,Java",20,2,Web Developer
74acf03b-a01d-4bef-bc46-0dd322e0b6ae,6.65,Web Development,"Git,Angular,Kubernetes",17,4,Web Developer
3d39475b-1989-4167-95ae-21bbf81bc9a5,9.59,Cloud Computing,"Azure,Kubernetes,C++,PyTorch",20,2,Cloud Engineer
c15557a1-22b9-4d87-b7db-df564a6994f0,5.69,Data Science,"Scikit-learn,SQL,Tableau,PyTorch,NumPy",14,4,Data Scientist
f4a6de17-c2d9-4dc4-b309-1e3ba502603e,7.35,Artificial Intelligence,"Python,Scikit-learn,Mathematics,PowerBI,Pandas",6,2,AI/ML Engineer
ad71a6a7-398d-4285-936b-21374ab97e58,9.6,Web Development,"React,Node.js,Angular,Git,Tableau,NumPy",18,4,Web Developer
0cdbf474-405f-498c-b8d1-4a1606313aa6,8.22,Cloud Computing,"Kubernetes,AWS,Azure,Docker,Tableau,TensorFlow,HTML/CSS",5,3,Cloud Engineer
ae8becf3-18fd-46cf-80be-07b0c4c83fb1,6.12,Artificial Intelligence,"PyTorch,Python,Scikit-learn,Mathematics,NoSQL,Java,SQL",8,4,AI/ML Engineer
140b03dc-0b52-4a06-9a29-7805b043a9e9,10.0,DevOps,"AWS,Azure,Kubernetes,Linux,Angular,Tableau,Java",5,1,Cloud Engineer
3d40885a-78a9-4eb6-9107-b5e6b560df34,7.98,Database Management,"Python,Git,C++,NumPy,Azure",19,3,Software Engineer
fa8f431c-c98a-40e7-8ab4-d313c315ee81,8.68,DevOps,"Linux,Docker,AWS,PyTorch,Azure",16,4,Cloud Engineer
e25cac8c-fa4b-42bb-acf9-bfa2b095bd04,6.59,Artificial Intelligence,"Python,Scikit-learn,Mathematics,PyTorch,Angular,JavaScript,Tableau",8,4,AI/ML Engineer
38a92585-7da4-4b2c-925e-f2979e3e5869,6.67,Data Science,"SQL,Tableau,PowerBI,TensorFlow",6,4,Data Scientist
8acdb504-b287-48d7-9fc0-cf1c716ec95f,7.04,Cloud Computing,"AWS,Linux,HTML/CSS,C++",7,4,Cloud Engineer
30fa7030-4597-4e94-bf7e-3e9f3b202a3f,8.03,Web Development,"Git,React,Angular,JavaScript,NoSQL,Docker",19,5,Web Developer
a0092d5a-9a3a-4f2e-9cec-0adec86c8af8,5.47,game Development,"Python,C++,SQL,Docker,Git",19,1,Software Engineer
fec95558-bbb3-4863-bc4b-936f9c49e5fe,7.31,Machine Learning,"C++,Java,SQL,TensorFlow,React",10,1,Software Engineer
5cd58fed-a991-4835-9b31-ae83516f6811,8.42,Machine Learning,"SQL,Excel,Docker",14,3,Data Analyst
b4524dea-d337-43b5-a535-35e908a1578e,8.07,Database Management,"SQL,Tableau,TensorFlow",7,5,Data Analyst
66b46208-134a-4aca-a6cc-94e897deef30,7.71,Machine Learning,"Scikit-learn,PyTorch,Mathematics,Python,Docker,Java,PowerBI",20,4,AI/ML Engineer
6b68cb15-d0f7-436a-9dea-caba0000adc6,6.18,Web Development,"JavaScript,Node.js,Git,React,SQL,TensorFlow",6,3,Web Developer
6743ae1f-9834-4deb-bc85-1ffdbdbe2994,5.15,Database Management,"Scikit-learn,NumPy,Pandas,TensorFlow,C++,AWS",10,2,Data Scientist
11583c56-fd7c-4425-a9b6-789dd30b78da,6.88,Artificial Intelligence,"Python,Scikit-learn,TensorFlow,Azure,C++",18,1,AI/ML Engineer
1684b155-bc84-4bcd-b3fa-e0469ef87ee9,6.42,Web Development,"Git,Node.js,JavaScript,React,C++,NoSQL",14,3,Web Developer
f3c0e97d-84bf-46fd-a82b-bb8bf7960e21,6.74,Data Science,"Tableau,SQL,Pandas,Python,NumPy,Azure",6,3,Data Analyst
4c182fd9-09fa-49c5-bc0c-20697e9835bd,8.59,DevOps,"Kubernetes,Docker,Git",13,5,Cloud Engineer
ff673bd1-9dd4-4118-a060-7d87ad2f9374,8.09,DevOps,"Docker,Linux,React,NumPy",17,5,Cloud Engineer
62fd697e-b1ee-431e-a846-355fb6c1078b,5.7,Database Management,"Python,PowerBI,TensorFlow",17,2,Data Analyst
fbb68d73-73c2-47f3-90fa-564ead3414cc,7.6,Cloud Computing,"Kubernetes,Linux,Azure,AWS,PowerBI,PyTorch,Scikit-learn",10,5,Cloud Engineer
87842e26-55a3-4563-a1bb-754fd7c4e932,8.79,Database Management,"Scikit-learn,TensorFlow,PyTorch",16,2,Data Scientist
4ec85648-6cd7-47bb-9586-598acd85cfc1,7.24,Data Science,"Scikit-learn,Pandas,Python,Tableau,Docker,JavaScript,Kubernetes",13,5,Data Scientist
01e995af-04aa-4992-8906-347f7db97f8d,8.81,Data Science,"TensorFlow,SQL,Scikit-learn",16,5,Data Scientist
a0ee892e-53a0-4c72-b63c-1921c892faf0,5.2,Database Management,"PowerBI,Python,Git",10,2,Data Analyst
654f20ac-8863-4b80-9877-7e1a834f4ff9,6.91,Web Development,"Node.js,React,JavaScript,HTML/CSS,Tableau,Git",20,1,Web Developer
c5542e87-6656-4449-a064-760438e846f5,7.92,game Development,"Python,SQL,Data Structures,Java,TensorFlow,AWS",19,5,Software Engineer
a607c5a8-32fc-426e-a3d7-ddcf3c70ccfd,7.86,Web Development,"HTML/CSS,Git,React,Node.js,Kubernetes,Angular",5,2,Web Developer
c7c48900-854d-4b2d-9d86-a06c4a61820b,7.11,Database Management,"Excel,Pandas,SQL,Python,HTML/CSS,Tableau",15,1,Data Analyst
c332ce0c-e911-4181-98a2-a1085bb08a1b,6.81,DevOps,"Python,SQL,Git,Angular,C++",11,1,Software Engineer
2d0cb7f6-52a7-4e81-8a9c-b3717efcf0fb,7.1,Machine Learning,"Tableau,Pandas,SQL,Python,HTML/CSS,Azure",5,1,Data Analyst
d69588dd-3120-4b84-9b05-eef46e51ea2c,7.81,Data Science,"Pandas,SQL,Azure",6,3,Data Analyst
391f81ca-4a8e-479e-81e0-5096ef1e5693,7.02,Machine Learning,"Scikit-learn,Python,Mathematics,TensorFlow,Kubernetes,Angular",20,4,AI/ML Engineer
05ce4e84-eae9-4c07-ae1e-3c4a17681f37,7.14,Cloud Computing,"Java,Python,Data Structures,SQL,TensorFlow,Tableau,Pandas",18,5,Software Engineer
5edfb667-3930-458a-9f3b-8ad7856db965,8.69,Cloud Computing,"AWS,Kubernetes,TensorFlow",6,4,Cloud Engineer
43f980bd-4fff-4d82-8e44-cc7b1ade9e7e,7.15,DevOps,"Python,SQL,Angular",14,4,Software Engineer
7cf0d252-d20f-4500-8260-a791cbf0bd75,8.38,Cloud Computing,"Python,Azure,AWS,Linux,NumPy,PowerBI",9,4,Cloud Engineer
2f567ca7-92f1-4898-b974-e35841d0f84d,6.75,Artificial Intelligence,"TensorFlow,PyTorch,Git,Azure",10,5,AI/ML Engineer
767c2e59-f3d4-45fe-ad96-307100e67bd2,6.62,Cloud Computing,"Python,Docker,AWS,Kubernetes,HTML/CSS,Tableau",6,3,Cloud Engineer
4824a5eb-2a40-4548-bf48-babe5241fe07,8.8,Data Science,"SQL,TensorFlow,NumPy,Scikit-learn,Angular",15,1,Data Scientist
cc373442-c466-4333-81a4-ec88e3cb6341,9.06,Database Management,"Scikit-learn,TensorFlow,Pandas,NumPy,React,PowerBI,Java",9,2,Data Scientist
8446b4f6-1dc3-4e11-86c1-6525cc1a2ff8,7.51,Artificial Intelligence,"Scikit-learn,PyTorch,Python",5,2,AI/ML Engineer
8f8b9f0c-a1c9-4486-bd3d-8cf788c4419b,7.82,App Development,"SQL,C++,Python,Java,PowerBI,NoSQL,Git",17,2,Software Engineer
ee6d4c7e-71b0-4f78-b43b-9a20f08602b2,7.77,Machine Learning,"Tableau,NumPy,Pandas",13,3,Data Scientist
642ac46f-bc1e-4e27-8441-01e43d43072c,7.81,Cybersecurity,"Python,Git,Azure",18,2,Software Engineer
336f505a-7001-4f40-82a8-ec2830976888,8.19,Database Management,"Pandas,NumPy,Scikit-learn,Python",14,5,Data Scientist
b8455b6f-b825-442e-ae2d-2de573e78318,6.16,Artificial Intelligence,"PyTorch,Scikit-learn,TensorFlow,Pandas,AWS",16,1,AI/ML Engineer
5bdeec6e-cb0a-42c5-938a-47560e667ece,6.39,Data Science,"Java,Data Structures,SQL,Tableau,Scikit-learn",10,4,Software Engineer
298a9fed-d783-48a3-9a7a-545853135018,7.51,Web Development,"Data Structures,Java,SQL,C++,Scikit-learn,Angular",15,2,Software Engineer
3de9e52d-a98d-473d-acec-2f16aed042cf,5.6,App Development,"C++,SQL,TensorFlow",15,5,Software Engineer
4ea80ec7-f469-4440-996c-647c38703df3,7.61,Database Management,"PowerBI,Python,Scikit-learn",10,4,Data Analyst
e5de165c-277a-4b4e-bf7f-351abede826a,8.75,Machine Learning,"Mathematics,Scikit-learn,PyTorch,Python,Pandas,NoSQL,Kubernetes",12,2,AI/ML Engineer
a9a32a05-e214-4039-9bf9-56be3073a6d7,8.48,Artificial Intelligence,"Scikit-learn,TensorFlow,Python,Kubernetes",16,4,AI/ML Engineer
4c95d4f3-08f2-4351-a648-ff5e61efa33f,8.58,Data Science,"PowerBI,Pandas,SQL,Docker,Java",17,1,Data Analyst
e2601c5d-4f73-4c03-8c3e-b3f139b4377a,8.13,Database Management,"Scikit-learn,SQL,NumPy,Tableau,HTML/CSS,PyTorch",7,2,Data Scientist
bd3a5efe-7409-4db3-99a8-5902ec1a9b0f,7.41,Cloud Computing,"Kubernetes,AWS,Linux,Azure,NumPy,TensorFlow,React",11,3,Cloud Engineer
55188769-fb25-4518-933d-df0532573979,7.96,DevOps,"Linux,Python,Kubernetes,Java,SQL",8,1,Cloud Engineer
c4accecd-6b55-4157-8141-3361ce6cccd9,9.24,DevOps,"Kubernetes,Azure,Python,Linux,NoSQL,Scikit-learn",14,1,Cloud Engineer
8ea0895c-5777-4e7a-a2c6-aa24fdc9e8b2,5.4,Cloud Computing,"Azure,Docker,Linux,Kubernetes,AWS,Git",15,2,Cloud Engineer
c593bca6-905b-4149-8467-02db5da86292,5.28,Cloud Computing,"Linux,AWS,Docker,Kubernetes",16,2,Cloud Engineer
99a86578-04a7-468e-87d8-8205d50fe580,6.74,Machine Learning,"Python,PowerBI,Kubernetes,SQL",20,1,Data Analyst
f78f7bd6-ef37-4e27-925b-4f3341ad5f53,8.35,Database Management,"Python,Pandas,Tableau,PowerBI,Azure,NumPy",20,2,Data Analyst
07d5d74a-3d1c-4233-9e83-d22e0199d5be,5.21,Artificial Intelligence,"Python,PyTorch,Mathematics,TensorFlow,Kubernetes,Java,React",17,5,AI/ML Engineer
b8467c4e-6814-484e-8a9f-4d6a42bf6265,7.98,Machine Learning,"Python,Mathematics,NumPy",13,3,AI/ML Engineer
e0b3eb1b-0dad-46c3-a26b-ee2fc28048f9,6.56,Cloud Computing,"Azure,AWS,Angular,C++",20,3,Cloud Engineer
7e2c65aa-fc51-494c-aaf8-b4b183190974,8.69,Machine Learning,"Tableau,Excel,PowerBI",15,4,Data Analyst
